Category,Message
ham,baaaaabe i misss youuuuu  where are you  i have to go and teach my class at 5 
ham,as if i wasnt having enough trouble sleeping
ham,rightio 1148 it is then well arent we all up bright and early this morning
ham,cause im not freaky lol
ham,oh kay on sat right
ham,whenevr ur sad whenevr ur gray remembr im here 2 listn 2 watevr u wanna say jus walk wid me a little whileamp i promise ill bring back ur smile
ham,i said its okay sorry
spam,eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to 84025 now 4 chance 2 win 100 cash wkent150p16
spam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed  free entry 2 100 wkly draw txt music to 87066
ham,i though we shd go out n have some fun so bar in town or something  sound ok
ham,shall i come to get pickle
ham,oh i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb okie lor u call me when ready
ham,are you the cutest girl in the world or what
ham,well then you have a great weekend
ham,this pen thing is beyond a joke wont a biro do dont do a masters as cant do this ever again 
ham,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt  u get ltgt  deal
ham,k ill head out in a few mins see you there
ham,yup anything lor if u dun wan its ok
ham,come to mahal bus stop ltdecimalgt
ham,should i head straight there or what
ham,wah lucky man then can save money hee
ham,oh yeah i forgot u can only take 2 out shopping at once
ham,hey gorgeous man my work mobile number is have a good one babe squishy mwahs
ham,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
ham,i jokin oni lar  busy then i wun disturb 
ham,ok c ya
ham,i borrow ur bag ok
ham,take us out shopping and mark will distract isaiahd
ham,hello hun how ru its here by the way im good been on 2 dates with that guy i met in walkabout so far we have to meet up soon hows everyone else
ham,you still around i could use a half8th
ham,lol nah wasnt too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website
ham,u dont know how stubborn i am i didnt even want to go to the hospital i kept telling mark im not a weak sucker hospitals are for weak suckers
ham,great i shoot big loads so get ready
ham,nokia phone is lovly
ham,how much for an eighth
ham,yo guess what i just dropped
ham,sounds better than my evening im just doing my costume im not sure what time i finish tomorrow but i will txt you at the end
ham,hi where you you in home or calicut
ham,dunno lei he neva say
spam,congratulations  thanks to a good friend u have won the 2000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute btnationalrate
ham,hey come online use msn we are all there
ham,die now i have e toot fringe again
ham,hellodrivby0quit edrunk sorry iff pthis makes no senrddnot no how  dancce 2 drum n basqihave fun 2nhite x ros xxxxxxx
ham,yeah probably earlier than that
ham,all done all handed in celebrations in full swing yet
ham,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands now plz dont ask y he created so much gap between legs 
ham,still work going onit is very small house
ham,no we sell it all so well have tons if coins then sell our coins to someone thru paypal voila money back in life pockets
ham,now press conference da
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i cant settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know
ham,how is it possible to teach you and where
ham,check wid corect speling ie sarcasm
ham,also tell him i said happy birthday
ham,babe  i love you  covers your face in kisses
spam,i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over
ham,yes we were outside for like 2 hours and i called my whole family to wake them up cause it started at 1 am
spam,call 09095350301 and send our girls into erotic ecstacy just 60pmin to stop texts call 08712460324 nat rate
ham,goodo yes we must speak friday  eggpotato ratio for tortilla needed 
ham,good night my dear sleepwellamptake care
ham,i want snow its just freezing and windy
ham,hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost  ltgt  bucks i dont know if it might be cheaper to find someone there  we dont have any second hand machines at all right now let me know what you want to do babe
ham,1 in cbe 2 in chennai
ham,there r many modelsony ericson also der ltgt it luks good bt i forgot modl no
ham,got but got 2 colours lor one colour is quite light n e other is darker lor actually im done shes styling my hair now
ham,im still pretty weak today  bad day 
ham,new car and house for my parentsi have only new job in hand
ham,i will treasure every moment we spend together
ham,hi hun im not comin 2nitetell every1 im sorry 4 me hope u ava goodtimeoli rang melnite ifink it mite b sortedbut il explain everythin on monl8rsx
ham,whom you waited for yesterday
ham,i know she called me
ham,no im not gonna be able to  too late notice  ill be home in a few weeks anyway  what are the plans
ham,dude ive been seeing a lotta corvettes lately
ham,getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry
ham,aww thats the first time u said u missed me without asking if i missed u first you do love me 
ham,kate jackson rec center before 7ish right
ham,cool ill text you when im on the way
ham,watching tv lor nice one then i like lor
ham,carlos says we can pick up from him later so yeah were set
ham,bugis oso near wat 
ham,mm not entirely sure i understood that text but hey ho which weekend
ham,great escape i fancy the bridge but needs her lager see you tomo 
ham,as i entered my cabin my pa said  happy bday boss  i felt special she askd me 4 lunch after lunch she invited me to her apartment we went there
ham,well keep in mind ive only got enough gas for one more round trip barring a sudden influx of cash
ham,hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks  fuckinniceselfish
ham,aight well keep me informed
spam,09066362231 urgent your mobile no 07xxxxxxxxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362231 asap
ham,i dont have that much image in class
ham,wheres mummys boy  is he being good or bad  is he being positive or negative  why is mummy being made to wait hmmmm
ham,might ax well im there
ham,sir good morning hope you had a good weekend i called to let you know that i was able to raise  ltgt  from my dad he however said he would make the rest available by mid feb this amount is still quite short and i was hoping you would help do have a good day abiola
spam,todays voda numbers ending 7548 are selected to receive a 350 award if you have a match please call 08712300220 quoting claim code 4041 standard rates app
spam,dear matthew please call 09063440451 from a landline your complimentary 4lux tenerife holiday or 1000 cash await collection ppm150 sae tcs box334 sk38xh
ham,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical
ham,ok thanx
ham,im in a meeting call me later at
ham,shes fine i have had difficulties with her phone it works with mine can you pls send her another friend request
spam,sms ac sun0819 posts helloyou seem cool
spam,8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
ham,may i call you later pls
ham,was playng 9 doors game and gt racing on phone lol
